interstellar,0.9999997
the-village,0.9995625
timecop,0.9994843
the-one,0.99918586
natural-born-killers,0.9987669
alien-abduction,0.99845326
23-blast,0.99748594
a-mighty-wind,0.99747115
my-big-fat-greek-wedding-2,0.99605435
exorcist-the-beginning,0.9960451
zombeavers,0.99598676
jaws,0.99530065
minority-report,0.9951371
philadelphia,0.99500966
summer-of-sam,0.9945732
the-railway-man,0.9943552
charlie-and-the-chocolate-factory,0.9941323
moulin-rouge!,0.99320793
all-the-real-girls,0.9931645
unleashed,0.99158883
the-adjustment-bureau,0.99107414
boogeyman,0.99024546
something-new,0.9899748
take-the-lead,0.9898973
the-abcs-of-death,0.9889018
talladega-nights-the-ballad-of-ricky-bobby,0.986996
the-goonies,0.9861459
far-from-heaven,0.98601854
chronicle-2012,0.9850234
the-purge-anarchy,0.98225266
letters-from-iwo-jima,0.98078656
mission-impossible-ii,0.9803766
the-italian-job,0.9802195
the-guilt-trip,0.978663
being-john-malkovich,0.9784346
we-are-the-best!,0.9762381
varsity-blues,0.9760137
the-simpsons-movie,0.97543305
celebrity,0.97440344
solaris,0.9736844
the-spongebob-squarepants-movie,0.97285175
the-city-of-lost-children,0.97281647
unbroken,0.97228724
van-wilder,0.9721101
ready-to-rumble,0.97036487
raiders!-the-story-of-the-greatest-fan-film-ever-made,0.96837264
abraham-lincoln-vampire-hunter,0.967485
seed-of-chucky,0.96617466
justin-biebers-believe,0.9659837
the-thirteenth-floor,0.96588904
