interstellar,0.9996055
take-shelter,0.26832977
frailty,0.26691276
failure-to-launch,0.26691276
u-571,0.25948015
the-dark-knight-rises,0.25819254
now-you-see-me,0.188385
we-are-marshall,0.18681316
bride-wars,0.09910322
reign-of-fire,0.09910322
educating-rita,0.09910322
the-wolf-of-wall-street,0.09910322
a-most-violent-year,0.09910322
now-you-see-me-2,0.09910322
kingsman-the-secret-service,0.09910322
crimson-peak,0.09910322
edtv,0.09910322
the-quiet-american,0.09910322
the-last-witch-hunter,0.09910322
get-smart,0.09910322
dirty-rotten-scoundrels,0.09910322
one-day-2011,0.09910322
the-exorcist-re-release,0.09910322
alice-through-the-looking-glass,0.09910322
dallas-buyers-club,0.09910322
blame-it-on-rio,0.09910322
the-age-of-adaline,0.09910322
the-dark-tower,0.09910322
batman-begins,0.09910322
valentines-day,0.09910322
rio,0.09910322
dazed-and-confused,0.09910322
dressed-to-kill,0.09910322
bernie,0.09910322
miss-congeniality,0.09910322
ella-enchanted,0.09910322
sing,0.09910322
kubo-and-the-two-strings,0.09910322
the-wicker-man,0.09910322
rachel-getting-married,0.09910322
how-to-lose-a-guy-in-10-days,0.09910322
the-devil-wears-prada,0.09910322
magic-mike,0.09910322
the-princess-diaries,0.09910322
the-martian,0.09910322
bewitched,0.09910322
fools-gold,0.09910322
children-of-men,0.09910322
jaws-the-revenge,0.09910322
the-newton-boys,0.09910322
